text,labeled,sentiment
"I KNOW they're gay. I have HDSOV (that's ""Hi-Def Smell-O-Vision"" for y'all who aint up on it) & upon their breaths: I.Smell.BOOGINA",not cybercrime,1
Nah man  no help needed right now. Just ranting about this damn shopping cart I have to debug.,cyberbully,0
Great  come on dude  GRE sucks like hell! At least the verbal portion does. ;),cyberbully,0
Man  it was that damn Youtube code!,cyberbully,0
@sherrieholmes @louislandon @PeteFromTheHip Thanks for the encouraging words. Sometimes I have to kick my own ass to keep moving.,not cybercrime,1
Sorry about  ur bank trouble  but all that talk about ur Curvy Ass has me way to distracted to get anything done today.,cyberbully,0
eu inca ma intreb cum de mi-a fost pusa intrebarea  in primul rand... :|,not cybercrime,1
Is Truculence his band's name?  That is BAD ASS.  It would make a great rockabilly band name  too.,not cybercrime,1
idiot's a good one and so is asshat  dumb shit  and dick wad.,cyberbully,0
back at ya Jackie!  Have a fantastic remainder of 2008 and a kick ass 2009!,not cybercrime,1
That's some pretty heavy analysis. Seems to me the album just sucks.,not cybercrime,1
yeah.....then you'll never have to have any other apps running outside of FF! FUCK YEAH!!!!!!!!!!!,cyberbully,0
lucky! I'm one down and three to go. A big fuck you going out to thermodynamics!,cyberbully,0
nooo #TeamBlack (btw looking forward to you coming down even if I have to shower your ass w paintballs),not cybercrime,1
holy frack dude! I went there alone & was ass tired (mind you I was doing press tour from 7a-11p) Can't imagine doing w/kids,cyberbully,0
Maybe  that's why I couldn't sleep that well. I was too damn hot. The fan was on last night. I bet I have high body temp too.,not cybercrime,1
 Soon  i must brush my teeth. It's about that time. I think during the next Madonna song. Hmm  but which one? Damn! I'm confused,cyberbully,0
I was about to watch the news at 10 pm for the weather! Oops  it's 11 pm now! LOL. I'm enjoying Madonna so damn much! Groovy man,not cybercrime,1
 I hate when it's implied I'm not evolved enough if I dislike something. so I don't mind it in some books....but usually there's,cyberbully,0
that sucks rocks. doesn't hekp much but it loads fine for me in NY. maybe it's a server issue in your neck of the woods..,cyberbully,0
Thanks so much re: the video. It was a pain in the ass to make  but I'm glad I did. :),not cybercrime,1
From what I've gathered the hate is because they're like a mainstream Christian band. And the mainstream hates Christian music,cyberbully,0
Might I say that you should consider maybe Dick Clarke WANTED to do the show...it's not like he has much else to look forward to...,cyberbully,0
Oddly enough  I thought I would completely hate MKDC  and while the story is kinda..eesh..the game play is damn near perfect,cyberbully,0
do you keep getting the one with the wheel that stick? I hate that:),cyberbully,0
how are you drunk bro? DAMN I.. it's only 2PM,cyberbully,0
the matrix still Kicks ASS!!!!!,not cybercrime,1
I heart TROLLS! PHASE 2 Damn it!,cyberbully,0
Grievances are to be aired during the airing of grievances  not after I pin your ass. You'll have to wait until next year. :),cyberbully,0
voice omg omg http://www.chrisbrogan.com is down! @CHRISBROGAN ARE YOU OK? Where's your head on a whale?,not cybercrime,1
everyone but not Real... I know we might win this all easy  but if we don't win this - I would hate Real so much. DO NOT WANT,not cybercrime,1
well is has Keanu though... damn I might just watch it then...,cyberbully,0
where the fuck is your journal??????????????????????????,cyberbully,0
fuck I just did my flist cut and saw your name striked through - HEARTATTACK!,cyberbully,0
damn yall know the crock pot stuff is funny,not cybercrime,1
SuperShuttle sucks  PrimeTime Shuttle sucks: LAX is the only airport where the parking is worth the cost,cyberbully,0
I need to write a blog post about how much I hate DM's. Off to do that  be back in a second.,cyberbully,0
my twitter limit is self imposed. I just know that I piss people off if I do more than a few dozen tweets. See ya later!,cyberbully,0
http://twitpic.com/vbgo - thats fucking awesome!,not cybercrime,1
oranges fuck yeah,cyberbully,0
fuck. YOU. Lost the game.,cyberbully,0
Wow! So sorry your holiday was rough! I hate people being so blase about animals suffering. Sorry too about your marriage..,cyberbully,0
expect a hate comment from @LH13. lol,cyberbully,0
that's some kick ass hair. :),not cybercrime,1
i think i've upgraded to a full sugar whore. i need help. lol.,not cybercrime,1
LOL! i know i tried a few times and had no luck. damn my mouth! :),not cybercrime,1
DAMN!  Oh well - I'll meet you at the next one. I think so far it's basically going to be me and a couple of others :-),cyberbully,0
@hermioneway tres true. Starbucks is alright but generally i hate anywhere that does posh coffee.,not cybercrime,1
 Kick ass  as usual... Give me a shout via DM or email once you're done with the training  okay? Thanks  Matt. sk,not cybercrime,1
"I am an investing idiot  but I am just ignoring the whole damn mess right now.  We're ""buying low"" now right?",cyberbully,0
LOL!  I'd damn near have shorts on man!  Everything in life is relative I guess.,not cybercrime,1
And the editing sucks. You can't tell who is fighting who!,cyberbully,0
Damn  CARRIE  of course.,cyberbully,0
that's kinda dick-ish,cyberbully,0
Thanks. :) Yes  way cold N the house. The Bf is not a fan o heat  so we don't use it. I  otoh  HATE the cold.  Passionately.,not cybercrime,1
Curbed sucks! Scrubs is the greatest show ever created,not cybercrime,1
nooooooo!!!!! Damn streetwear parties!!,not cybercrime,1
sucks for you... i make impulsive statements but dare i say Joell's version &gt; Cudi's?,cyberbully,0
the trick is to not slut it up. it is to dress just under slut levels. so you get the attention but not questions on how much,cyberbully,0
hate.being.cold.,cyberbully,0
Yo Sissahands! Why the fuck I aint on ya top-friends jawn on myspace n that homo Ivan is??,cyberbully,0
hope your feelin betta girl  miss your punk ass around here!,not cybercrime,1
damn  woulda been nice to see u. I was crashing someone elses party ;),not cybercrime,1
a bitch cant stand drunks tonight!! but if they tip good I might be coo! LMFAOOO!,cyberbully,0
why the hell your customer tried talking shit too me! I should to just push his ass tha ground! Fuck excuse me!,cyberbully,0
I miss your ass too! :0),cyberbully,0
ooops that message was for your ass! LMAO!,not cybercrime,1
Love him or hate him  He is the man soon to be leading this country. He is everybodies hope of a turnaround!,not cybercrime,1
re tomorrow night  i'm thinking it's not such a good idea.  hate to wimp out  but ice is not nice  supposed to hit 16F 2nite. yeow.,cyberbully,0
that's hilarious: environmental sensitivity = hippie stink? i know the snow + roads in sea = bitch  but it's a 1 in 30 yr deal.,cyberbully,0
yeahhh&#8230; I hate milk. Plus I'm lactose intolerant,cyberbully,0
Peter DeLuca i could not hate you more,cyberbully,0
lol to ever since I got this twitterific I'm tweeting my ass off lol,not cybercrime,1
honestly  I can't say I'm not guilty of telling that same lie a time or two. Karma is a bitch. Hope your check arrives soon,cyberbully,0
"One time I said ""cunt"" and all hell broke loose via DM. you'd think I'd called bush a genius I got so much hate mail",cyberbully,0
WLW: Fucking marvellous.,cyberbully,0
lol...Charles is exactly the wrong to hate though...he's putting in a lot of work.,cyberbully,0
yeah i guess ishould start to hate Lu to give him more promo..lmao,not cybercrime,1
damn...it took me 2 years to finally find out how to listen to Hot 97 online ! ...thanks for the link !,cyberbully,0
www.tinyurl.com this way  your links wont take up all the damn space,not cybercrime,1
lol....damn backwards smileys,not cybercrime,1
" She also stood on her chair and screamed ""Don't pick the fat chicks from Danvers"" when he was bringing someone up on stage.",cyberbully,0
- Every time I see a new one of your blinkies up  I'm shocked. They are so damn cute and well done. :D,cyberbully,0
- Thankfully we haven't gotten any ice yet. Just a lot of rain. I hate ice. I always bust my shit.,cyberbully,0
I used to hate that about doing requests. It's one of the reasons I stopped. It's not that difficult to read and count! LOL.,cyberbully,0
Nice. They've cancelled ours. I ask you: how is a man supposed to get drunk and photocopy his ass at work now?,not cybercrime,1
Yeah  I totally hate you so hard right now.,cyberbully,0
I tweeted it earlier but deleted it when trying to get Tweetdeck to work. Teetdeck seems to hate me. I'm unsure why.,cyberbully,0
You know  I'd love to see the Bibliography or Wikipedia entry that cites your ass as a reference. We need to make this happen.,not cybercrime,1
"My mom still thinks Twitter is 'a gay thing'. As in: ""That's a thing the gays do  right?""",not cybercrime,1
I know  but I hate it more when I lose a subscriber. It's like they decided they didn't like you anymore or something.,cyberbully,0
im way excited to see notorious.  i hope they dont fuck it up.  as long as its as good as eight mile  it will be a good movie.,not cybercrime,1
maybe it has something 2 do w/ the unemployment increase. that sucks.,cyberbully,0
Ew. That sucks :( Can you take it back?,cyberbully,0
I'm the total opposite. I rather gift bag  they can be reused! lol Hate to see the pretty wrapping paper being thrown away. :P,not cybercrime,1
If I drank coffee  today would be a treat day. Something sweet and full of fat. Carmel  hazelnut  white chocolate. . .,not cybercrime,1
I hate when that happens! x,cyberbully,0
damn blue collar tweakers...,cyberbully,0
'How to Talk to Girls'. I'm going to write a gay centred spinoff  'How to ASL',not cybercrime,1
I believe homophobes are terrified that they're secretly gay  so they want the idea out of sight and out of mind.,cyberbully,0
I know. I've been on the slaughtered team often enough to know how bad it sucks  though. And these kids are the creme de la creme ...,cyberbully,0
Never watched Thundercats  it was actually Hard Gay HOOOOO. If you don't know him  YouTube it. LOL it's great! (and not gay porn),not cybercrime,1
lol wow...dick in a box! I love that song lol.,not cybercrime,1
I swear this hour is just fucking twiddling it's thumbs as it passes. Ughhh hurry!,cyberbully,0
i hate the whole factor. Wrapping and unwrapping. Christmas is just about greed,cyberbully,0
Why Is He An Ass?,not cybercrime,1
no not bad at all just hate un endure the greed on christmas eve night cause no one waits till christmas anymore,cyberbully,0
cause cleaning is such a bitch.,cyberbully,0
 right now I'm on this Mikkeller barley wine joint. I stepped on some crazy smoked beer I got earlier like a fucking retard,cyberbully,0
"dude Stef says ""he is the biggest pussy on Christmas eve ever""",not cybercrime,1
 we freaked the fuck right on out of the country...,cyberbully,0
just got the free iPhone one this sucks and I am new to the twitter world.,not cybercrime,1
Oh and Nebraska blows. Oklahoma sucks and Nebraska blows. That's why Kansas is so windy. Although it sounds very dirty.,cyberbully,0
I hate all my classes. None of them are interesting :( (Classes = lessons in US I s'pose),cyberbully,0
"I suppose there's arrogance no matter where you go but I hate it from ""chavs"" most of all &gt;:S Oh and the jocks.",cyberbully,0
YES! Now All I Have To Do It Talk To The Pack... Simple Enough  & Bribe Leah  Damn! thats a Hard.,cyberbully,0
does your dick tan too?,cyberbully,0
spproductions people kept tellin me get this shit...I'm like 4 real? ok...I'm goin tell yo ass everything! lol,not cybercrime,1
Hate to tell you  Aston went to the beach. Aston is a good beagle. Well mannered. Diva pug needs more attention,not cybercrime,1
Nooo  combichrist DOES equal peace  damn you! Oh  January... Andy  here I come!,not cybercrime,1
